locus_name	id	strand	chrom	start	end	strand	nfeats	width	model_cov	ltr5_model	int_model	ltr3_model	family
HERVH_7q31.33c	HERVH_0605	oneside	chr7	124899848	124904691	-	6	4843	4419	LTR7	HERVH-int		HERVH
HERV9_7q31.33	HERV9_0163	oneside	chr7	124949367	124955727	+	4	6360	5282		HERV9-int	LTR12	HERV9
HERVH_7q31.33d	HERVH_0606	prototype	chr7	125550018	125555793	+	8	5775	4887	LTR7	HERVH-int	LTR7	HERVH
HERVH_7q31.33e	HERVH_0607	prototype	chr7	125557610	125564164	+	5	6554	5756	LTR7	HERVH-int	LTR7	HERVH
HERVL_7q31.33c	HERVL_0531	internal	chr7	125580941	125583130	-	1	2189	2220		HERVL-int		HERVL
HERVL_7q31.33d	HERVL_0532	prototype	chr7	126289200	126292895	+	3	3695	2777	MLT2A2	HERVL-int	MLT2A2	HERVL
MER61_7q31.33	MER61_0161	prototype	chr7	126308055	126313391	+	5	5336	4135	MER61A	MER61-int	MER61A	MER61
HERVL_7q31.33e	HERVL_0533	oneside	chr7	126621975	126623325	-	3	1350	883		HERVL-int	MLT2A2	HERVL
HERVL_7q31.33f	HERVL_0534	oneside	chr7	126623334	126624775	+	3	1441	973		HERVL-int	MLT2A2	HERVL
HERVL_7q32.1	HERVL_0535	oneside	chr7	129084041	129090075	-	2	6034	5653		HERVL-int	MLT2A1	HERVL
MER61_7q32.2	MER61_0162	prototype	chr7	129896026	129902452	+	7	6426	5991	MER61C	MER61-int	MER61C	MER61
HERVW_7q32.3	HERVW_0116	oneside	chr7	131505600	131509683	-	6	4083	3283		HERV17-int	LTR17	HERVW
HERVL_7q33a	HERVL_0536	oneside	chr7	133327899	133329183	-	3	1284	907		HERVL-int	MLT2A1	HERVL
HERVH48_7q33	HERVH48_0024	oneside	chr7	134151620	134154856	+	3	3236	2633		HERVH48-int	MER48	HERVH48
HERVI_7q33	HERVI_0028	prototype	chr7	134230928	134250190	+	7	19262	4493	LTR10D	HERVI-int	LTR10D	HERVI
HERVS71_7q33	HERVS71_0019	prototype	chr7	134233230	134242648	+	6	9418	8452	LTR6A	HERVS71-int	LTR6A	HERVS71
HERVW_7q33	HERVW_0117	prototype	chr7	134270174	134277767	+	8	7593	7011	LTR17	HERV17-int	LTR17	HERVW
HERV3_7q33	HERV3_0025	internal	chr7	134860706	134865303	+	2	4597	4643		HERV3-int		HERV3
PABLB_7q33	PABLB_0027	internal	chr7	135005401	135010455	-	5	5054	3724		PABL_B-int		PABLB
HML1_7q33a	HML1_0032	prototype	chr7	135945291	135949567	-	8	4276	2183	LTR14B	HERVK14-int	LTR14B	HML1
HERVL_7q33b	HERVL_0537	prototype	chr7	136258044	136264254	-	6	6210	5332	MLT2A1	HERVL-int	MLT2A1	HERVL
HERVL_7q33c	HERVL_0538	oneside	chr7	137934182	137940581	+	4	6399	5652		HERVL-int	MLT2A2	HERVL
HERVH_7q33a	HERVH_0608	prototype	chr7	138013999	138019276	+	6	5277	4246	LTR7B	HERVH-int	LTR7B	HERVH
HML1_7q33b	HML1_0033	prototype	chr7	138023949	138030604	+	7	6655	5665	LTR14A	HERVK14-int	LTR14A	HML1
HERVH_7q33b	HERVH_0609	oneside	chr7	138049444	138053044	+	5	3600	3135		HERVH-int	LTR7B	HERVH
HERV3_7q34a	HERV3_0026	prototype	chr7	138241502	138250894	-	3	9392	8425	LTR4	HERV3-int	LTR4	HERV3
HERVH_7q34a	HERVH_0610	prototype	chr7	139146210	139152150	+	8	5940	5181	LTR7	HERVH-int	LTR7	HERVH
HERV3_7q34b	HERV3_0027	prototype	chr7	140355322	140369321	+	10	13999	8438	LTR61	HERV3-int	LTR61	HERV3
HERVH_7q34b	HERVH_0611	prototype	chr7	141277875	141284242	-	6	6367	5598	LTR7	HERVH-int	LTR7	HERVH
HML2_7q34	HML2_0040	oneside	chr7	141451917	141455938	-	3	4021	3914	LTR5B	HERVK-int		HML2
PABLB_7q34	PABLB_0028	internal	chr7	142400127	142401447	-	2	1320	1172		PABL_B-int		PABLB
HERVH_7q34c	HERVH_0612	prototype	chr7	142802209	142807589	+	8	5380	4465	LTR7B	HERVH-int	LTR7B	HERVH
HERVH_7q35a	HERVH_0613	prototype	chr7	143234371	143239706	-	8	5335	4883	LTR7	HERVH-int	LTR7	HERVH
HERVH_7q35b	HERVH_0614	prototype	chr7	143483940	143489280	+	8	5340	4883	LTR7	HERVH-int	LTR7	HERVH
HERV9_7q35	HERV9_0164	prototype	chr7	144114151	144121696	-	4	7545	5866	LTR12C	HERV9-int	LTR12C	HERV9
MER61_7q35	MER61_0163	prototype	chr7	145383925	145390083	+	7	6158	4903	MER61B	MER61-int	MER61B	MER61
HERVH_7q35c	HERVH_0615	oneside	chr7	145940910	145946317	-	7	5407	4887	LTR7	HERVH-int		HERVH
HERVL18_7q35	HERVL18_0077	prototype	chr7	146200924	146207469	-	3	6545	6045	LTR18A	HERVL18-int	LTR18A	HERVL18
HERVH_7q36.1a	HERVH_0616	prototype	chr7	148006507	148012707	-	8	6200	5560	LTR7	HERVH-int	LTR7	HERVH
HERVL_7q36.1a	HERVL_0539	internal	chr7	148273061	148277019	-	5	3958	1573		HERVL-int		HERVL
HERVL_7q36.1b	HERVL_0540	prototype	chr7	148748405	148755356	+	11	6951	3468	MLT2A1	HERVL-int	MLT2A1	HERVL
HML3_7q36.1a	HML3_0113	oneside	chr7	149346116	149349068	-	2	2952	2500	MER9a3	HERVK9-int		HML3
HERVW_7q36.1	HERVW_0118	prototype	chr7	149368687	149374312	+	8	5625	4206	LTR17	HERV17-int	LTR17	HERVW
HERVE_7q36.1	HERVE_0044	internal	chr7	149737206	149739104	-	3	1898	1267		HERVE-int		HERVE
HERVH_7q36.1b	HERVH_0617	oneside	chr7	150004328	150009372	+	2	5044	4431	LTR7C	HERVH-int		HERVH
HERVK14C_7q36.1	HERVK14C_0009	oneside	chr7	150258160	150262709	-	4	4549	4009		HERVK14C-int	LTR14C	HERVK14C
HML6_7q36.1	HML6_0032	oneside	chr7	150279732	150281927	+	4	2195	1413	LTR3B_	HERVK3-int		HML6
HML1_7q36.1	HML1_0034	internal	chr7	150281930	150282816	+	5	886	845		HERVK14-int		HML1
HERV9_7q36.1	HERV9_0165	oneside	chr7	151724729	151732912	-	3	8183	5674		HERV9-int	LTR12D	HERV9
HML3_7q36.1b	HML3_0114	prototype	chr7	151735212	151741588	-	6	6376	5496	MER9a3	HERVK9-int	MER9a3	HML3
HERVFRD_7q36.2	HERVFRD_0045	prototype	chr7	153086880	153094187	+	7	7307	5403	MER50	MER50-int	MER50	HERVFRD
HERVFC1_7q36.2	HERVFC1_0003	oneside	chr7	153106482	153111238	-	2	4756	4452	HERV-Fc1_LTR1	HERV-Fc1-int		HERVFC1
HML3_7q36.2	HML3_0115	prototype	chr7	155029904	155035897	-	4	5993	5095	MER9a1	HERVK9-int	MER9a1	HML3
HERVL_8p23.3	HERVL_0541	internal	chr8	1908356	1909527	+	2	1171	1158		HERVL-int		HERVL
HERVH_8p23.2a	HERVH_0618	prototype	chr8	3095513	3101233	-	7	5720	5093	LTR7	HERVH-int	LTR7	HERVH
HERVH_8p23.2b	HERVH_0619	prototype	chr8	5293987	5299768	-	7	5781	5101	LTR7	HERVH-int	LTR7	HERVH
HML5_8p23.2a	HML5_0047	prototype	chr8	5656032	5661146	-	4	5114	4057	LTR22A	HERVK22-int	LTR22A	HML5
HML5_8p23.2b	HML5_0048	prototype	chr8	5710040	5715082	-	4	5042	3907	LTR22C	HERVK22-int	LTR22C	HML5
HML5_8p23.2c	HML5_0049	prototype	chr8	5731715	5737535	-	5	5820	4534	LTR22C	HERVK22-int	LTR22C	HML5
HERVE_8p23.1a	HERVE_0045	oneside	chr8	6925910	6930731	+	2	4821	4518	LTR2C	HERVE-int		HERVE
HERVE_8p23.1b	HERVE_0046	internal	chr8	7105495	7109554	-	1	4059	4057		HERVE-int		HERVE
HERVH_8p23.1a	HERVH_0620	prototype	chr8	7259811	7265696	+	8	5885	4891	LTR7	HERVH-int	LTR7	HERVH
HML2_8p23.1a	HML2_0041	prototype	chr8	7355396	7364859	-	3	9463	7535	LTR5_Hs	HERVK-int	LTR5_Hs	HML2
HERVE_8p23.1c	HERVE_0047	internal	chr8	7445069	7449122	+	1	4053	4057		HERVE-int		HERVE
HERVE_8p23.1d	HERVE_0048	internal	chr8	7564040	7568093	-	1	4053	4057		HERVE-int		HERVE
HERVH_8p23.1b	HERVH_0621	prototype	chr8	7760940	7766826	-	8	5886	4891	LTR7	HERVH-int	LTR7	HERVH
HERVE_8p23.1e	HERVE_0049	internal	chr8	7893061	7897114	+	1	4053	4057		HERVE-int		HERVE
HERVS71_8p23.1a	HERVS71_0020	prototype	chr8	7995967	8003278	+	6	7311	6457	LTR6B	HERVS71-int	LTR6B	HERVS71
HERVH_8p23.1c	HERVH_0622	prototype	chr8	8026244	8041378	+	9	15134	5097	LTR7	HERVH-int	LTR7	HERVH
HERVE_8p23.1f	HERVE_0050	oneside	chr8	8029782	8038106	+	2	8324	7809		HERVE-int	LTR2C	HERVE
HML2_8p23.1b	HML2_0042	prototype	chr8	8054699	8064221	+	3	9522	7535	LTR5A	HERVK-int	LTR5A	HML2
HERVI_8p23.1	HERVI_0029	prototype	chr8	8216107	8220786	-	4	4679	3375	LTR10E	HERVI-int	LTR10E	HERVI
HERVH_8p23.1d	HERVH_0623	prototype	chr8	8916423	8922705	-	7	6282	5378	LTR7	HERVH-int	LTR7	HERVH
HERVE_8p23.1g	HERVE_0051	oneside	chr8	9106845	9108325	+	4	1480	1141	LTR2C	HERVE-int		HERVE
HML5_8p23.1	HML5_0050	prototype	chr8	9657336	9669918	+	5	12582	5303	LTR22C	HERVK22-int	LTR22C	HML5
HERVH_8p23.1e	HERVH_0624	prototype	chr8	9660492	9666807	+	8	6315	5146	LTR7	HERVH-int	LTR7	HERVH
HERVH_8p23.1f	HERVH_0625	prototype	chr8	10428590	10434839	+	6	6249	5261	LTR7	HERVH-int	LTR7	HERVH
HERVE_8p23.1h	HERVE_0052	oneside*	chr8	11764625	11771071	-	4	6446	5654	LTR2C	HERVE-int		HERVE
HERVE_8p23.1i	HERVE_0053	oneside	chr8	11790548	11793692	-	4	3144	2822	LTR2C	HERVE-int		HERVE
HERVE_8p23.1j	HERVE_0054	internal	chr8	11895481	11899536	-	1	4055	4057		HERVE-int		HERVE
HML2_8p23.1c	HML2_0043	prototype	chr8	12073969	12083497	-	3	9528	7535	LTR5A	HERVK-int	LTR5A	HML2
HERVE_8p23.1k	HERVE_0055	internal	chr8	12142046	12146101	-	1	4055	4057		HERVE-int		HERVE
HML2_8p23.1d	HML2_0044	prototype	chr8	12316491	12326007	-	3	9516	7535	LTR5A	HERVK-int	LTR5A	HML2
HERVH_8p23.1g	HERVH_0626	prototype	chr8	12339315	12354452	-	9	15137	5097	LTR7	HERVH-int	LTR7	HERVH
HERVE_8p23.1l	HERVE_0056	oneside	chr8	12342587	12350911	-	2	8324	7809		HERVE-int	LTR2C	HERVE
HERVS71_8p23.1b	HERVS71_0021	prototype	chr8	12377416	12384732	-	5	7316	6460	LTR6B	HERVS71-int	LTR6B	HERVS71
HERVE_8p23.1m	HERVE_0057	internal	chr8	12545899	12549944	-	1	4045	4057		HERVE-int		HERVE
HERVE_8p23.1n	HERVE_0058	oneside	chr8	12565552	12570346	-	2	4794	4531	LTR2C	HERVE-int		HERVE
MER61_8p22	MER61_0164	prototype	chr8	15021377	15027088	+	6	5711	4665	MER61A	MER61-int	MER61A	MER61
HML2_8p22	HML2_0045	prototype	chr8	17765201	17773940	-	5	8739	7010	LTR5_Hs	HERVK-int	LTR5_Hs	HML2
HERVL_8p22a	HERVL_0542	internal	chr8	17964151	17966806	-	1	2655	2668		HERVL-int		HERVL
HERVL_8p22b	HERVL_0543	internal	chr8	18168760	18170120	+	1	1360	1393		HERVL-int		HERVL
HERVW_8p21.3	HERVW_0119	prototype	chr8	20012249	20017144	+	6	4895	4038	LTR17	HERV17-int	LTR17	HERVW
HERVL_8p21.3a	HERVL_0544	prototype	chr8	20903828	20905883	-	3	2055	1484	MLT2A2	HERVL-int	MLT2A2	HERVL
HERVL_8p21.3b	HERVL_0545	internal	chr8	21249585	21250438	+	2	853	798		HERVL-int		HERVL
HML6_8p21.3	HML6_0033	oneside	chr8	23277129	23280065	+	4	2936	2201		HERVK3-int	LTR3A	HML6
HML5_8p21.2	HML5_0051	prototype	chr8	24244307	24245788	-	3	1481	937	LTR22A	HERVK22-int	LTR22A	HML5
HERV9_8p21.2	HERV9_0166	oneside	chr8	27349969	27355889	-	3	5920	5533		HERV9-int	LTR12F	HERV9
HERV9_8p12a	HERV9_0167	prototype	chr8	29161588	29170085	+	7	8497	5610	LTR12C	HERV9-int	LTR12C	HERV9
HML5_8p12	HML5_0052	internal	chr8	29173443	29176921	+	4	3478	868		HERVK22-int		HML5
HML3_8p12	HML3_0116	prototype	chr8	30004581	30009408	-	4	4827	3842	MER9a3	HERVK9-int	MER9a3	HML3
HERVE_8p12a	HERVE_0059	oneside	chr8	30586097	30591196	+	2	5099	4586	LTR2C	HERVE-int		HERVE
HERV9_8p12b	HERV9_0168	prototype	chr8	35789583	35796879	+	5	7296	5516	LTR12_	HERV9-int	LTR12	HERV9
HERVE_8p12b	HERVE_0060	prototype	chr8	35809145	35817751	+	3	8606	7810	LTR2	HERVE-int	LTR2	HERVE
HERVL_8p12a	HERVL_0546	oneside	chr8	36321255	36325034	-	3	3779	3335		HERVL-int	MLT2A1	HERVL
HERVL_8p12b	HERVL_0547	oneside	chr8	36387108	36390873	+	5	3765	3631		HERVL-int	MLT2A1	HERVL
HERVL18_8p12	HERVL18_0078	prototype	chr8	36431254	36434040	-	7	2786	1918	LTR18A	HERVL18-int	LTR18A	HERVL18
HERVH_8p11.23	HERVH_0627	oneside	chr8	37858186	37861640	-	2	3454	3335	LTR7C	HERVH-int		HERVH
HML3_8p11.21	HML3_0117	prototype	chr8	39727903	39733525	+	7	5622	4260	MER9a3	HERVK9-int	MER9a3	HML3
HERV9_8p11.21a	HERV9_0169	prototype	chr8	39733525	39743260	-	3	9735	8435	LTR12	HERV9-int	LTR12	HERV9
HERV9_8p11.21b	HERV9_0170	prototype	chr8	42414850	42423593	-	4	8743	7468	LTR12_	HERV9-int	LTR12_	HERV9
MER61_8p11.21	MER61_0165	prototype	chr8	42989553	42994763	+	8	5210	3821	MER61A	MER61-int	MER61A	MER61
HERVS71_8p11.1	HERVS71_0022	prototype	chr8	43406467	43416380	-	3	9913	8905	LTR6A	HERVS71-int	LTR6A	HERVS71
HERVK14C_8p11.1a	HERVK14C_0010	prototype	chr8	43549161	43557724	-	3	8563	7433	LTR14C	HERVK14C-int	LTR14C	HERVK14C
HERVK14C_8p11.1b	HERVK14C_0011	oneside	chr8	43737632	43741934	-	2	4302	3749		HERVK14C-int	LTR14C	HERVK14C
HERV3_8q11.1	HERV3_0028	prototype	chr8	47035428	47038851	+	8	3423	2104	LTR61	HERV3-int	LTR61	HERV3
HML2_8q11.1a	HML2_0046	oneside	chr8	47175649	47179345	-	3	3696	2666		HERVK-int	LTR5A	HML2
HML2_8q11.1b	HML2_0047	oneside	chr8	47179381	47183661	-	2	4280	5442	LTR5B	HERVK-int		HML2
HML3_8q11.1a	HML3_0118	prototype	chr8	47189665	47196686	+	3	7021	6017	MER9a3	HERVK9-int	MER9a3	HML3
HML6_8q11.1	HML6_0034	prototype	chr8	47395170	47403000	-	4	7830	7017	LTR3A	HERVK3-int	LTR3A	HML6
HML5_8q11.1	HML5_0053	prototype	chr8	47563109	47568323	+	5	5214	4263	LTR22C	HERVK22-int	LTR22C	HML5
MER61_8q11.1a	MER61_0166	oneside	chr8	47717188	47720381	-	3	3193	2840		MER61-int	MER61B	MER61
MER61_8q11.1b	MER61_0167	oneside	chr8	47720451	47722657	-	5	2206	1713	MER61B	MER61-int		MER61
HML3_8q11.1b	HML3_0119	prototype	chr8	47788157	47792900	+	6	4743	3729	MER9a3	HERVK9-int	MER9a3	HML3
HERVFH21_8q11.21	HERVFH21_0017	prototype	chr8	48901548	48911810	-	6	10262	9646	LTR21A	HERVFH21-int	LTR21A	HERVFH21
HERV9_8q11.21a	HERV9_0171	prototype	chr8	49145385	49155313	+	8	9928	4635	LTR12B	HERV9-int	LTR12B	HERV9
HERVW_8q11.21	HERVW_0120	oneside	chr8	49148501	49151947	-	4	3446	3140		HERV17-int	LTR17	HERVW
HML3_8q11.21a	HML3_0120	prototype	chr8	49157074	49163077	-	5	6003	5148	MER9a2	HERVK9-int	MER9a2	HML3
HML3_8q11.21b	HML3_0121	prototype	chr8	49874847	49880563	+	6	5716	4840	MER9a1	HERVK9-int	MER9a1	HML3
HERVH_8q11.21	HERVH_0628	prototype	chr8	50332351	50338885	+	5	6534	6114	LTR7	HERVH-int	LTR7	HERVH
HERV9_8q11.21b	HERV9_0172	prototype	chr8	50339190	50348410	+	5	9220	7486	LTR12D	HERV9-int	LTR12D	HERV9
HERV9_8q11.21c	HERV9_0173	prototype	chr8	50562171	50569564	-	5	7393	5685	LTR12_	HERV9-int	LTR12D	HERV9
MER61_8q11.21	MER61_0168	prototype	chr8	51716780	51722039	+	4	5259	4597	MER61A	MER61-int	MER61A	MER61
HERVL_8q11.21	HERVL_0548	oneside	chr8	52180070	52181598	-	2	1528	991		HERVL-int	MLT2A2	HERVL
HERV9_8q11.22	HERV9_0174	prototype	chr8	52201314	52212138	-	6	10824	8384	LTR12F	HERV9-int	LTR12F	HERV9
HERVL_8q11.23a	HERVL_0549	oneside	chr8	53440454	53443857	+	4	3403	2883		HERVL-int	MLT2A1	HERVL
HERVL_8q11.23b	HERVL_0550	prototype	chr8	53480624	53484030	-	6	3406	2672	MLT2A1	HERVL-int	MLT2A1	HERVL
HERV9_8q11.23a	HERV9_0175	prototype	chr8	53866200	53875118	+	5	8918	5899	LTR12C	HERV9-int	LTR12C	HERV9
HML3_8q11.23a	HML3_0122	prototype	chr8	53892422	53896628	-	6	4206	3246	MER9a3	HERVK9-int	MER9a3	HML3
HERV9_8q11.23b	HERV9_0176	prototype	chr8	53982816	53990743	-	5	7927	5042	LTR12C	HERV9-int	LTR12C	HERV9
HERV9_8q11.23c	HERV9_0177	prototype	chr8	54048877	54056200	-	4	7323	6005	LTR12	HERV9-int	LTR12	HERV9
HERVI_8q11.23	HERVI_0030	prototype	chr8	54179338	54185876	-	7	6538	7674	LTR10B1	HERVI-int	LTR10B1	HERVI
MER61_8q11.23a	MER61_0169	oneside	chr8	54256983	54260744	+	2	3761	3498		MER61-int	MER61A	MER61
MER61_8q11.23b	MER61_0170	oneside	chr8	54324859	54327205	-	4	2346	1602	MER61B	MER61-int		MER61
HERV9_8q11.23d	HERV9_0178	prototype	chr8	54349245	54355781	-	6	6536	4663	LTR12	HERV9-int	LTR12	HERV9
HERV9_8q11.23e	HERV9_0179	prototype	chr8	54371902	54381759	+	3	9857	8435	LTR12	HERV9-int	LTR12	HERV9
HERVL18_8q11.23	HERVL18_0079	prototype	chr8	54395379	54401394	+	5	6015	4961	LTR18B	HERVL18-int	LTR18B	HERVL18
HERV3_8q11.23	HERV3_0029	internal	chr8	54433038	54437274	-	7	4236	3533		HERV3-int		HERV3
HML3_8q11.23b	HML3_0123	prototype	chr8	54529631	54536645	+	3	7014	6018	MER9a3	HERVK9-int	MER9a3	HML3
HML3_8q11.23c	HML3_0124	oneside	chr8	54986820	54989573	+	3	2753	2258		HERVK9-int	MER9a1	HML3
HERVFRD_8q12.1a	HERVFRD_0046	oneside*	chr8	58115071	58123524	-	8	8453	1839	MER50	MER50-int		HERVFRD
HERVFRD_8q12.1b	HERVFRD_0047	oneside	chr8	58126193	58127644	-	2	1451	906	MER50	MER50-int		HERVFRD
HERVFRD_8q12.1c	HERVFRD_0048	oneside*	chr8	58131562	58134762	-	5	3200	922	MER50	MER50-int		HERVFRD
HERVFRD_8q12.1d	HERVFRD_0049	oneside	chr8	58209972	58212222	-	2	2250	1645	MER50	MER50-int		HERVFRD
HERVFRD_8q12.1e	HERVFRD_0050	prototype	chr8	58279090	58285415	+	6	6325	5386	MER50	MER50-int	MER50	HERVFRD
HML5_8q12.1	HML5_0054	oneside	chr8	58368712	58374621	+	6	5909	5045	LTR22C	HERVK22-int		HML5
HML6_8q12.1	HML6_0035	internal*	chr8	58376313	58378731	+	6	2418	1279		HERVK3-int		HML6
HERVH_8q12.1	HERVH_0629	prototype	chr8	61217938	61224568	-	5	6630	6112	LTR7	HERVH-int	LTR7	HERVH
HERVW_8q12.1	HERVW_0121	prototype	chr8	61331972	61338078	-	6	6106	5244	LTR17	HERV17-int	LTR17	HERVW
HML1_8q12.1	HML1_0035	prototype	chr8	61406020	61412477	+	7	6457	4760	LTR14B	HERVK14-int	LTR14B	HML1
HERVFRD_8q12.3	HERVFRD_0051	oneside	chr8	62811833	62815939	-	5	4106	2822	MER50	MER50-int		HERVFRD
HERVW_8q12.3a	HERVW_0122	oneside	chr8	63507959	63509929	-	4	1970	1660		HERV17-int	LTR17	HERVW
MER61_8q12.3a	MER61_0171	internal	chr8	64009075	64013088	+	4	4013	2026		MER61-int		MER61
HERVH48_8q12.3	HERVH48_0025	prototype	chr8	64056445	64059805	-	6	3360	2099	MER48	HERVH48-int	MER48	HERVH48
HERVH_8q12.3	HERVH_0630	oneside	chr8	64059897	64065823	-	7	5926	5391		HERVH-int	LTR7B	HERVH
HERVL_8q12.3a	HERVL_0551	oneside	chr8	64231308	64241355	+	5	10047	4500		HERVL-int	MLT2A2	HERVL
MER61_8q12.3b	MER61_0172	internal	chr8	64473450	64474164	-	2	714	721		MER61-int		MER61
HERVL_8q12.3b	HERVL_0552	oneside	chr8	64833066	64838901	+	3	5835	5157	MLT2A1	HERVL-int		HERVL
HERVL_8q12.3c	HERVL_0553	prototype	chr8	65033777	65040356	-	3	6579	5653	MLT2A1	HERVL-int	MLT2A1	HERVL
HERVW_8q12.3b	HERVW_0123	oneside	chr8	65677908	65680918	+	6	3010	2685		HERV17-int	LTR17	HERVW
HERVL18_8q12.3	HERVL18_0080	internal	chr8	65998554	66006220	-	3	7666	1724		HERVL18-int		HERVL18
HERVH48_8q13.1	HERVH48_0026	prototype	chr8	66775469	66782705	+	3	7236	6646	MER48	HERVH48-int	MER48	HERVH48
HERVFRD_8q13.2	HERVFRD_0052	prototype	chr8	68614608	68621725	+	7	7117	5324	MER50	MER50-int	MER50	HERVFRD
HERVW_8q13.2	HERVW_0124	oneside	chr8	68834197	68835866	+	3	1669	1329		HERV17-int	LTR17	HERVW
MER61_8q13.2a	MER61_0173	prototype	chr8	69421033	69426587	-	6	5554	4488	MER61A	MER61-int	MER61A	MER61
MER61_8q13.2b	MER61_0174	internal	chr8	69571756	69573296	-	3	1540	1799		MER61-int		MER61
HML3_8q13.2	HML3_0125	prototype	chr8	69800912	69807862	+	3	6950	6003	MER9a3	HERVK9-int	MER9a3	HML3
HERVH_8q13.2	HERVH_0631	prototype	chr8	69885178	69891004	+	7	5826	4918	LTR7	HERVH-int	LTR7	HERVH
HERVH_8q13.3a	HERVH_0632	prototype	chr8	72576899	72582683	+	6	5784	4921	LTR7	HERVH-int	LTR7	HERVH
HERVH_8q13.3b	HERVH_0633	prototype	chr8	72587171	72592895	+	7	5724	5049	LTR7	HERVH-int	LTR7	HERVH
PABLB_8q13.3	PABLB_0029	prototype	chr8	73008594	73017011	-	3	8417	7121	PABL_B	PABL_B-int	PABL_B	PABLB
HERVFH21_8q13.3	HERVFH21_0018	oneside	chr8	73045285	73046887	-	3	1602	1209	LTR21A	HERVFH21-int		HERVFH21
HERVL_8q13.3	HERVL_0554	internal	chr8	73089460	73092043	+	4	2583	1320		HERVL-int		HERVL
HERV9_8q13.3	HERV9_0180	prototype	chr8	73300086	73307807	+	4	7721	6476	LTR12F	HERV9-int	LTR12F	HERV9
HERV9_8q21.11	HERV9_0181	prototype	chr8	74818259	74826275	+	4	8016	7102	LTR12F	HERV9-int	LTR12F	HERV9
HERVFRD_8q21.11	HERVFRD_0053	internal	chr8	75811841	75812744	+	1	903	1011		MER50-int		HERVFRD
HML3_8q21.11	HML3_0126	prototype	chr8	75956286	75962342	+	4	6056	5061	MER9a3	HERVK9-int	MER9a3	HML3
HERVL_8q21.11a	HERVL_0555	oneside	chr8	76951931	76953087	-	3	1156	671	MLT2A1	HERVL-int		HERVL
HERVL_8q21.11b	HERVL_0556	oneside	chr8	77015877	77017207	-	3	1330	877		HERVL-int	MLT2A1	HERVL
HERV9_8q21.12	HERV9_0182	oneside	chr8	79059928	79063796	+	3	3868	3338	LTR12	HERV9-int		HERV9
HERVL_8q21.12a	HERVL_0557	prototype	chr8	79067913	79075145	+	5	7232	5117	MLT2A1	HERVL-int	MLT2A1	HERVL
HERVL_8q21.12b	HERVL_0558	oneside	chr8	79095955	79100127	-	2	4172	3784	MLT2A1	HERVL-int		HERVL
HML1_8q21.12	HML1_0036	internal	chr8	79558045	79561608	+	5	3563	1358		HERVK14-int		HML1
HERVK14C_8q21.12	HERVK14C_0012	oneside	chr8	79564310	79566911	+	3	2601	2008		HERVK14C-int	LTR14C	HERVK14C
HERVFRD_8q21.13	HERVFRD_0054	prototype	chr8	80197323	80201494	-	9	4171	3287	MER50	MER50-int	MER50	HERVFRD
HERVH_8q21.13a	HERVH_0634	prototype	chr8	80298340	80303920	-	8	5580	4884	LTR7Y	HERVH-int	LTR7Y	HERVH
HERVW_8q21.13	HERVW_0125	oneside	chr8	81651950	81655427	+	3	3477	3124		HERV17-int	LTR17	HERVW
HERVH48_8q21.13	HERVH48_0027	prototype	chr8	81821944	81823986	-	4	2042	1256	MER48	HERVH48-int	MER48	HERVH48
HERVH_8q21.13b	HERVH_0635	prototype	chr8	82810250	82816178	-	7	5928	5407	LTR7	HERVH-int	LTR7	HERVH
HERVH_8q21.13c	HERVH_0636	prototype	chr8	82826645	82832124	+	5	5479	4686	LTR7B	HERVH-int	LTR7A	HERVH
HERVH_8q21.13d	HERVH_0637	prototype	chr8	84416937	84423155	-	7	6218	5387	LTR7	HERVH-int	LTR7	HERVH
HERVH_8q21.13e	HERVH_0638	prototype	chr8	84455949	84462903	+	6	6954	5750	LTR7C	HERVH-int	LTR7C	HERVH
HERVL_8q21.2	HERVL_0559	prototype	chr8	84629135	84630435	+	4	1300	912	MLT2A1	HERVL-int	MLT2A1	HERVL
HERVH_8q21.2	HERVH_0639	prototype	chr8	85975065	85981388	+	6	6323	5544	LTR7	HERVH-int	LTR7	HERVH
HERVH48_8q21.2	HERVH48_0028	oneside	chr8	86185999	86187282	-	2	1283	853		HERVH48-int	MER48	HERVH48
HERV9_8q21.3	HERV9_0183	oneside	chr8	87938012	87945441	-	3	7429	7180		HERV9-int	LTR12F	HERV9
HML5_8q21.3	HML5_0055	internal	chr8	89620189	89623900	-	1	3711	3749		HERVK22-int		HML5
HERVH_8q21.3a	HERVH_0640	prototype	chr8	89754445	89759757	-	8	5312	4890	LTR7B	HERVH-int	LTR7B	HERVH
HERVL_8q21.3a	HERVL_0560	prototype	chr8	89781671	89788112	+	3	6441	5653	MLT2A1	HERVL-int	MLT2A1	HERVL
HERVL_8q21.3b	HERVL_0561	prototype	chr8	90461025	90467488	+	4	6463	5652	MLT2A2	HERVL-int	MLT2A2	HERVL
HERVH_8q21.3b	HERVH_0641	prototype	chr8	91102451	91108096	-	8	5645	4890	LTR7Y	HERVH-int	LTR7Y	HERVH
HERVL_8q21.3c	HERVL_0562	prototype	chr8	91421902	91429116	-	7	7214	5581	MLT2A2	HERVL-int	MLT2A2	HERVL
HERVH_8q21.3c	HERVH_0642	prototype	chr8	92960548	92964952	+	6	4404	3872	LTR7Y	HERVH-int	LTR7Y	HERVH
